ngay,nam,thang,gia_ruot_trang_vnd_kg,gia_ruot_do_vnd_kg,xu_huong
2016-09-15,2016,9,6600,11100,cao
2016-09-16,2016,9,6700,11400,cao
2016-09-17,2016,9,6700,11500,cao
2016-09-18,2016,9,6600,11600,cao
2016-09-19,2016,9,6600,11400,cao
2016-09-20,2016,9,6900,11300,cao
2016-09-21,2016,9,7000,11500,cao
2016-09-22,2016,9,6900,11100,cao
2016-09-23,2016,9,6800,10900,cao
2016-09-24,2016,9,6700,11000,cao
2016-09-25,2016,9,6600,11200,cao
2016-09-26,2016,9,6800,11200,cao
2016-09-27,2016,9,6700,10800,cao
2016-09-28,2016,9,6800,10500,cao
2016-09-29,2016,9,7100,10400,cao
2016-09-30,2016,9,7000,10700,cao
2016-10-01,2016,10,6900,11000,thap_vu
2016-10-02,2016,10,7000,10600,thap_vu
2016-10-03,2016,10,6800,10800,thap_vu
2016-10-04,2016,10,7000,11300,thap_vu
2016-10-05,2016,10,6800,11200,thap_vu
2016-10-06,2016,10,6700,11600,thap_vu
2016-10-07,2016,10,6800,11300,thap_vu
2016-10-08,2016,10,6800,11000,thap_vu
2016-10-09,2016,10,7000,11200,thap_vu
2016-10-10,2016,10,7100,11500,thap_vu
2016-10-11,2016,10,7200,11600,thap_vu
2016-10-12,2016,10,7100,11400,thap_vu
2016-10-13,2016,10,7200,11500,thap_vu
2016-10-14,2016,10,7300,11800,thap_vu
2016-10-15,2016,10,7300,11900,thap_vu
2016-10-16,2016,10,7000,12200,thap_vu
2016-10-17,2016,10,6800,12200,thap_vu
2016-10-18,2016,10,7100,12700,thap_vu
2016-10-19,2016,10,7300,12700,thap_vu
2016-10-20,2016,10,7400,13100,thap_vu
2016-10-21,2016,10,7100,12900,thap_vu
2016-10-22,2016,10,7300,12900,thap_vu
2016-10-23,2016,10,7300,13100,thap_vu
2016-10-24,2016,10,7300,12900,thap_vu
2016-10-25,2016,10,7100,13100,thap_vu
2016-10-26,2016,10,7200,13400,thap_vu
2016-10-27,2016,10,7300,13600,thap_vu
2016-10-28,2016,10,7100,13500,thap_vu
2016-10-29,2016,10,6900,13700,thap_vu
2016-10-30,2016,10,7100,13800,thap_vu
2016-10-31,2016,10,7100,14000,thap_vu
2016-11-01,2016,11,6900,14300,thap_vu
2016-11-02,2016,11,7100,13900,thap_vu
2016-11-03,2016,11,6800,14100,thap_vu
2016-11-04,2016,11,6800,14000,thap_vu
2016-11-05,2016,11,6800,13800,thap_vu
2016-11-06,2016,11,6900,13600,thap_vu
2016-11-07,2016,11,7200,13400,thap_vu
2016-11-08,2016,11,7000,13800,thap_vu
2016-11-09,2016,11,7200,14000,thap_vu
2016-11-10,2016,11,7200,14200,thap_vu
2016-11-11,2016,11,7100,14200,thap_vu
2016-11-12,2016,11,7300,14600,thap_vu
2016-11-13,2016,11,7300,14400,thap_vu
2016-11-14,2016,11,7400,14000,thap_vu
2016-11-15,2016,11,7300,14100,thap_vu
2016-11-16,2016,11,7300,14300,thap_vu
2016-11-17,2016,11,7400,14100,thap_vu
2016-11-18,2016,11,7300,14000,thap_vu
2016-11-19,2016,11,7600,13600,thap_vu
2016-11-20,2016,11,7700,13300,thap_vu
2016-11-21,2016,11,7700,13000,thap_vu
2016-11-22,2016,11,7500,13400,thap_vu
2016-11-23,2016,11,7600,13300,thap_vu
2016-11-24,2016,11,7400,13000,thap_vu
2016-11-25,2016,11,7400,13000,thap_vu
2016-11-26,2016,11,7300,12900,thap_vu
2016-11-27,2016,11,7400,12800,thap_vu
2016-11-28,2016,11,7300,13100,thap_vu
2016-11-29,2016,11,7100,13100,thap_vu
2016-11-30,2016,11,7400,12900,thap_vu
2016-12-01,2016,12,7200,12700,thap_vu
2016-12-02,2016,12,7300,12400,thap_vu
2016-12-03,2016,12,7100,12300,thap_vu
2016-12-04,2016,12,7300,12200,thap_vu
2016-12-05,2016,12,7200,12300,thap_vu
2016-12-06,2016,12,7200,12600,thap_vu
2016-12-07,2016,12,7500,13100,thap_vu
2016-12-08,2016,12,7400,13300,thap_vu
2016-12-09,2016,12,7300,13600,thap_vu
2016-12-10,2016,12,7600,13600,thap_vu
2016-12-11,2016,12,7800,13500,thap_vu
2016-12-12,2016,12,7600,13700,thap_vu
2016-12-13,2016,12,7400,13900,thap_vu
2016-12-14,2016,12,7200,13700,thap_vu
2016-12-15,2016,12,7300,13600,thap_vu
2016-12-16,2016,12,7400,13300,thap_vu
2016-12-17,2016,12,7200,13700,thap_vu
2016-12-18,2016,12,7400,14000,thap_vu
2016-12-19,2016,12,7400,14000,thap_vu
2016-12-20,2016,12,7400,14000,thap_vu
2016-12-21,2016,12,7300,14400,thap_vu
2016-12-22,2016,12,7600,14400,thap_vu
2016-12-23,2016,12,7900,14100,thap_vu
2016-12-24,2016,12,8100,14500,thap_vu
2016-12-25,2016,12,8000,14800,thap_vu
2016-12-26,2016,12,8200,15100,thap_vu
2016-12-27,2016,12,8400,15300,thap_vu
2016-12-28,2016,12,8500,15700,thap_vu
2016-12-29,2016,12,8300,16100,thap_vu
2016-12-30,2016,12,8200,16000,thap_vu
2016-12-31,2016,12,8000,16000,thap_vu
2017-01-01,2017,1,8000,15900,thap_vu
2017-01-02,2017,1,8300,15900,thap_vu
2017-01-03,2017,1,8600,16300,thap_vu
2017-01-04,2017,1,9000,16300,thap_vu
2017-01-05,2017,1,8800,16300,thap_vu
2017-01-06,2017,1,9200,16600,thap_vu
2017-01-07,2017,1,9100,17100,thap_vu
2017-01-08,2017,1,9300,17000,thap_vu
2017-01-09,2017,1,9300,17300,thap_vu
2017-01-10,2017,1,9600,17800,thap_vu
2017-01-11,2017,1,10000,17500,thap_vu
2017-01-12,2017,1,10300,17400,thap_vu
2017-01-13,2017,1,10100,17700,thap_vu
2017-01-14,2017,1,10000,18100,thap_vu
2017-01-15,2017,1,10100,18400,thap_vu
2017-01-16,2017,1,10000,18200,thap_vu
2017-01-17,2017,1,9800,18200,thap_vu
2017-01-18,2017,1,10000,18200,thap_vu
2017-01-19,2017,1,9900,18300,thap_vu
2017-01-20,2017,1,10000,18100,thap_vu
2017-01-21,2017,1,10000,18000,thap_vu
2017-01-22,2017,1,9800,18000,thap_vu
2017-01-23,2017,1,10100,17800,thap_vu
2017-01-24,2017,1,10100,17500,thap_vu
2017-01-25,2017,1,10400,17300,thap_vu
2017-01-26,2017,1,10300,17600,thap_vu
2017-01-27,2017,1,10200,17500,thap_vu
2017-01-28,2017,1,10300,17900,thap_vu
2017-01-29,2017,1,10300,17800,thap_vu
2017-01-30,2017,1,10100,17500,thap_vu
2017-01-31,2017,1,9900,17900,thap_vu
2017-02-01,2017,2,9900,18000,thap_vu
2017-02-02,2017,2,9800,18400,thap_vu
2017-02-03,2017,2,9700,18400,thap_vu
2017-02-04,2017,2,9400,18600,thap_vu
2017-02-05,2017,2,9400,18700,thap_vu
2017-02-06,2017,2,9500,19000,thap_vu
2017-02-07,2017,2,9500,19300,thap_vu
2017-02-08,2017,2,9500,18900,thap_vu
2017-02-09,2017,2,9600,19200,thap_vu
2017-02-10,2017,2,9700,18900,thap_vu
2017-02-11,2017,2,10000,19300,thap_vu
2017-02-12,2017,2,10000,19700,thap_vu
2017-02-13,2017,2,10100,20000,thap_vu
2017-02-14,2017,2,10400,19600,thap_vu
2017-02-15,2017,2,10300,19400,thap_vu
2017-02-16,2017,2,10500,19500,thap_vu
2017-02-17,2017,2,10400,19200,thap_vu
2017-02-18,2017,2,10700,19500,thap_vu
2017-02-19,2017,2,10600,19600,thap_vu
2017-02-20,2017,2,10500,19500,thap_vu
2017-02-21,2017,2,10400,19200,thap_vu
2017-02-22,2017,2,10100,19600,thap_vu
2017-02-23,2017,2,10300,19900,thap_vu
2017-02-24,2017,2,10500,19700,thap_vu
2017-02-25,2017,2,10600,19400,thap_vu
2017-02-26,2017,2,10900,19300,thap_vu
2017-02-27,2017,2,10900,19400,thap_vu
2017-02-28,2017,2,11000,19600,thap_vu
2017-03-01,2017,3,11200,19600,thap_vu
2017-03-02,2017,3,11200,19200,thap_vu
2017-03-03,2017,3,10800,18900,thap_vu
2017-03-04,2017,3,10700,18800,thap_vu
2017-03-05,2017,3,10500,19100,thap_vu
2017-03-06,2017,3,10300,18700,thap_vu
2017-03-07,2017,3,10100,18900,thap_vu
2017-03-08,2017,3,9900,19200,thap_vu
2017-03-09,2017,3,9700,19100,thap_vu
2017-03-10,2017,3,10000,19300,thap_vu
2017-03-11,2017,3,9900,19200,thap_vu
2017-03-12,2017,3,10000,18700,thap_vu
2017-03-13,2017,3,10100,18300,thap_vu
2017-03-14,2017,3,10000,18700,thap_vu
2017-03-15,2017,3,9900,18500,thap_vu
2017-03-16,2017,3,10000,18700,thap_vu
2017-03-17,2017,3,10000,18800,thap_vu
2017-03-18,2017,3,10100,18900,thap_vu
2017-03-19,2017,3,9800,19200,thap_vu
2017-03-20,2017,3,9700,19400,thap_vu
2017-03-21,2017,3,9500,19500,thap_vu
2017-03-22,2017,3,9700,19500,thap_vu
2017-03-23,2017,3,9800,19600,thap_vu
2017-03-24,2017,3,9800,19500,thap_vu
2017-03-25,2017,3,9800,19200,thap_vu
2017-03-26,2017,3,9800,19300,thap_vu
2017-03-27,2017,3,9800,19600,thap_vu
2017-03-28,2017,3,9700,19200,thap_vu
2017-03-29,2017,3,9800,19300,thap_vu
2017-03-30,2017,3,9700,19000,thap_vu
2017-03-31,2017,3,9600,19100,thap_vu
2017-04-01,2017,4,9500,19300,cao
2017-04-02,2017,4,9500,19500,cao
2017-04-03,2017,4,9500,19700,cao
2017-04-04,2017,4,9200,19900,cao
2017-04-05,2017,4,9100,19800,cao
2017-04-06,2017,4,9000,19800,cao
2017-04-07,2017,4,9000,19400,cao
2017-04-08,2017,4,8900,19500,cao
2017-04-09,2017,4,8900,19600,cao
2017-04-10,2017,4,8900,19400,cao
2017-04-11,2017,4,8700,19000,cao
2017-04-12,2017,4,8500,19200,cao
2017-04-13,2017,4,8600,18800,cao
2017-04-14,2017,4,8400,18600,cao
2017-04-15,2017,4,8600,18400,cao
2017-04-16,2017,4,8700,18100,cao
2017-04-17,2017,4,8600,18400,cao
2017-04-18,2017,4,8800,18600,cao
2017-04-19,2017,4,9000,18200,cao
2017-04-20,2017,4,8700,18000,cao
2017-04-21,2017,4,9000,17700,cao
2017-04-22,2017,4,9200,17800,cao
2017-04-23,2017,4,9300,17600,cao
2017-04-24,2017,4,9300,17300,cao
2017-04-25,2017,4,9200,17400,cao
2017-04-26,2017,4,9200,17000,cao
2017-04-27,2017,4,9300,16600,cao
2017-04-28,2017,4,9100,16400,cao
2017-04-29,2017,4,8900,16500,cao
2017-04-30,2017,4,8900,16200,cao
2017-05-01,2017,5,8600,16300,cao
2017-05-02,2017,5,8700,16000,cao
2017-05-03,2017,5,8800,15600,cao
2017-05-04,2017,5,9100,15400,cao
2017-05-05,2017,5,8800,15000,cao
2017-05-06,2017,5,8700,15200,cao
2017-05-07,2017,5,8400,15400,cao
2017-05-08,2017,5,8300,15400,cao
2017-05-09,2017,5,8100,15600,cao
2017-05-10,2017,5,8300,15400,cao
2017-05-11,2017,5,8500,15400,cao
2017-05-12,2017,5,8600,15100,cao
2017-05-13,2017,5,8600,15100,cao
2017-05-14,2017,5,8300,15000,cao
2017-05-15,2017,5,8500,15300,cao
2017-05-16,2017,5,8700,14900,cao
2017-05-17,2017,5,8500,14800,cao
2017-05-18,2017,5,8700,14800,cao
2017-05-19,2017,5,8800,14700,cao
2017-05-20,2017,5,8500,14800,cao
2017-05-21,2017,5,8600,14700,cao
2017-05-22,2017,5,8900,14300,cao
2017-05-23,2017,5,9100,14600,cao
2017-05-24,2017,5,9000,14400,cao
2017-05-25,2017,5,8800,14500,cao
2017-05-26,2017,5,8800,14700,cao
2017-05-27,2017,5,8700,14400,cao
2017-05-28,2017,5,8500,14400,cao
2017-05-29,2017,5,8200,14400,cao
2017-05-30,2017,5,8200,14200,cao
2017-05-31,2017,5,8100,13900,cao
2017-06-01,2017,6,8200,13900,cao
2017-06-02,2017,6,8300,13600,cao
2017-06-03,2017,6,8200,13900,cao
2017-06-04,2017,6,8200,14000,cao
2017-06-05,2017,6,7900,14200,cao
2017-06-06,2017,6,8000,13900,cao
2017-06-07,2017,6,7900,14100,cao
2017-06-08,2017,6,7900,14500,cao
2017-06-09,2017,6,8000,14400,cao
2017-06-10,2017,6,7800,14400,cao
2017-06-11,2017,6,8100,14600,cao
2017-06-12,2017,6,8300,14300,cao
2017-06-13,2017,6,8100,14200,cao
2017-06-14,2017,6,8100,14100,cao
2017-06-15,2017,6,8200,13900,cao
2017-06-16,2017,6,8200,13600,cao
2017-06-17,2017,6,8300,13500,cao
2017-06-18,2017,6,8400,13800,cao
2017-06-19,2017,6,8400,13600,cao
2017-06-20,2017,6,8700,13800,cao
2017-06-21,2017,6,8800,13600,cao
2017-06-22,2017,6,8800,13700,cao
2017-06-23,2017,6,8900,13900,cao
2017-06-24,2017,6,9000,13900,cao
2017-06-25,2017,6,9100,13700,cao
2017-06-26,2017,6,8900,13500,cao
2017-06-27,2017,6,8700,13700,cao
2017-06-28,2017,6,8500,14000,cao
2017-06-29,2017,6,8600,14000,cao
2017-06-30,2017,6,8700,13800,cao
2017-07-01,2017,7,8600,14200,cao
2017-07-02,2017,7,8600,13700,cao
2017-07-03,2017,7,8700,14000,cao
2017-07-04,2017,7,8800,14100,cao
2017-07-05,2017,7,8800,14300,cao
2017-07-06,2017,7,8600,14400,cao
2017-07-07,2017,7,8600,14200,cao
2017-07-08,2017,7,8300,14300,cao
2017-07-09,2017,7,8400,13900,cao
2017-07-10,2017,7,8100,14200,cao
2017-07-11,2017,7,8100,14300,cao
2017-07-12,2017,7,7900,14000,cao
2017-07-13,2017,7,7900,13900,cao
2017-07-14,2017,7,7700,13600,cao
2017-07-15,2017,7,7500,13800,cao
2017-07-16,2017,7,7700,14200,cao
2017-07-17,2017,7,7700,14400,cao
2017-07-18,2017,7,7900,14500,cao
2017-07-19,2017,7,8200,14400,cao
2017-07-20,2017,7,8400,14600,cao
2017-07-21,2017,7,8300,14200,cao
2017-07-22,2017,7,8300,14500,cao
2017-07-23,2017,7,8300,14100,cao
2017-07-24,2017,7,8400,14300,cao
2017-07-25,2017,7,8400,14400,cao
2017-07-26,2017,7,8500,14700,cao
2017-07-27,2017,7,8400,14500,cao
2017-07-28,2017,7,8500,14500,cao
2017-07-29,2017,7,8300,14400,cao
2017-07-30,2017,7,8000,14500,cao
2017-07-31,2017,7,8100,14600,cao
2017-08-01,2017,8,7800,15000,cao
2017-08-02,2017,8,7700,14600,cao
2017-08-03,2017,8,7600,14700,cao
2017-08-04,2017,8,7400,14600,cao
2017-08-05,2017,8,7700,14200,cao
2017-08-06,2017,8,7900,14400,cao
2017-08-07,2017,8,7900,14400,cao
2017-08-08,2017,8,7900,14400,cao
2017-08-09,2017,8,8100,14700,cao
2017-08-10,2017,8,8100,14700,cao
2017-08-11,2017,8,8300,14400,cao
2017-08-12,2017,8,8500,14700,cao
2017-08-13,2017,8,8500,14700,cao
2017-08-14,2017,8,8200,14800,cao
2017-08-15,2017,8,8000,14900,cao
2017-08-16,2017,8,8200,14700,cao
2017-08-17,2017,8,8100,14800,cao
2017-08-18,2017,8,7900,14700,cao
2017-08-19,2017,8,7800,14800,cao
2017-08-20,2017,8,7500,15000,cao
2017-08-21,2017,8,7500,14800,cao
2017-08-22,2017,8,7500,15000,cao
2017-08-23,2017,8,7600,14800,cao
2017-08-24,2017,8,7300,14400,cao
2017-08-25,2017,8,7400,14300,cao
2017-08-26,2017,8,7400,14300,cao
2017-08-27,2017,8,7600,14200,cao
2017-08-28,2017,8,7700,14000,cao
2017-08-29,2017,8,7700,14000,cao
2017-08-30,2017,8,7800,14100,cao
2017-08-31,2017,8,7800,13800,cao
2017-09-01,2017,9,8100,14000,cao
2017-09-02,2017,9,7900,14000,cao
2017-09-03,2017,9,7700,13800,cao
2017-09-04,2017,9,7700,13800,cao
2017-09-05,2017,9,7600,13900,cao
2017-09-06,2017,9,7800,13800,cao
2017-09-07,2017,9,7900,13700,cao
2017-09-08,2017,9,7900,13600,cao
2017-09-09,2017,9,7800,13900,cao
2017-09-10,2017,9,7900,13900,cao
2017-09-11,2017,9,7600,14100,cao
2017-09-12,2017,9,7600,14200,cao
2017-09-13,2017,9,7800,14400,cao
2017-09-14,2017,9,7600,14100,cao
2017-09-15,2017,9,7300,14200,cao
2017-09-16,2017,9,7100,14300,cao
2017-09-17,2017,9,6900,14600,cao
2017-09-18,2017,9,6700,14800,cao
2017-09-19,2017,9,6500,14800,cao
2017-09-20,2017,9,6300,15000,cao
2017-09-21,2017,9,6600,14700,cao
2017-09-22,2017,9,6700,14600,cao
2017-09-23,2017,9,6600,14500,cao
2017-09-24,2017,9,6900,14500,cao
2017-09-25,2017,9,6700,14500,cao
2017-09-26,2017,9,6900,14500,cao
2017-09-27,2017,9,6700,14600,cao
2017-09-28,2017,9,6900,14700,cao
2017-09-29,2017,9,6700,14700,cao
2017-09-30,2017,9,6900,14600,cao
2017-10-01,2017,10,7100,14800,thap_vu
2017-10-02,2017,10,7200,14600,thap_vu
2017-10-03,2017,10,7400,14600,thap_vu
2017-10-04,2017,10,7700,14700,thap_vu
2017-10-05,2017,10,7800,14900,thap_vu
2017-10-06,2017,10,7600,15000,thap_vu
2017-10-07,2017,10,7600,15000,thap_vu
2017-10-08,2017,10,7800,14900,thap_vu
2017-10-09,2017,10,7800,15000,thap_vu
2017-10-10,2017,10,7700,15200,thap_vu
2017-10-11,2017,10,7800,15400,thap_vu
2017-10-12,2017,10,7700,15200,thap_vu
2017-10-13,2017,10,7700,15400,thap_vu
2017-10-14,2017,10,8100,15000,thap_vu
2017-10-15,2017,10,8300,15000,thap_vu
2017-10-16,2017,10,8100,14600,thap_vu
2017-10-17,2017,10,8200,14700,thap_vu
2017-10-18,2017,10,8500,15000,thap_vu
2017-10-19,2017,10,8300,15200,thap_vu
2017-10-20,2017,10,8100,15300,thap_vu
2017-10-21,2017,10,7900,14900,thap_vu
2017-10-22,2017,10,7700,15300,thap_vu
2017-10-23,2017,10,7700,15400,thap_vu
2017-10-24,2017,10,7500,15100,thap_vu
2017-10-25,2017,10,7800,15000,thap_vu
2017-10-26,2017,10,7900,14800,thap_vu
2017-10-27,2017,10,7800,14800,thap_vu
2017-10-28,2017,10,7700,15200,thap_vu
2017-10-29,2017,10,8000,15400,thap_vu
2017-10-30,2017,10,8300,15500,thap_vu
2017-10-31,2017,10,8600,15500,thap_vu
2017-11-01,2017,11,8300,15200,thap_vu
2017-11-02,2017,11,8700,15500,thap_vu
2017-11-03,2017,11,9000,15500,thap_vu
2017-11-04,2017,11,8800,15300,thap_vu
2017-11-05,2017,11,8600,15700,thap_vu
2017-11-06,2017,11,8900,15600,thap_vu
2017-11-07,2017,11,9200,15600,thap_vu
2017-11-08,2017,11,9400,15400,thap_vu
2017-11-09,2017,11,9500,15200,thap_vu
2017-11-10,2017,11,9600,15400,thap_vu
2017-11-11,2017,11,9700,15100,thap_vu
2017-11-12,2017,11,9700,15600,thap_vu
2017-11-13,2017,11,9700,16000,thap_vu
2017-11-14,2017,11,9500,16200,thap_vu
2017-11-15,2017,11,9500,16200,thap_vu
2017-11-16,2017,11,9600,16000,thap_vu
2017-11-17,2017,11,9600,16200,thap_vu
2017-11-18,2017,11,9700,16100,thap_vu
2017-11-19,2017,11,9700,15900,thap_vu
2017-11-20,2017,11,9600,16000,thap_vu
2017-11-21,2017,11,9600,16300,thap_vu
2017-11-22,2017,11,9300,16400,thap_vu
2017-11-23,2017,11,9200,16200,thap_vu
2017-11-24,2017,11,9000,16700,thap_vu
2017-11-25,2017,11,8900,16700,thap_vu
2017-11-26,2017,11,8900,16900,thap_vu
2017-11-27,2017,11,9000,17000,thap_vu
2017-11-28,2017,11,8700,17200,thap_vu
2017-11-29,2017,11,8700,17100,thap_vu
2017-11-30,2017,11,9000,16900,thap_vu
2017-12-01,2017,12,9300,17400,thap_vu
2017-12-02,2017,12,9400,17200,thap_vu
2017-12-03,2017,12,9600,17200,thap_vu
2017-12-04,2017,12,9600,17100,thap_vu
2017-12-05,2017,12,9400,17400,thap_vu
2017-12-06,2017,12,9500,17700,thap_vu
2017-12-07,2017,12,9400,17600,thap_vu
2017-12-08,2017,12,9500,17500,thap_vu
2017-12-09,2017,12,9400,17600,thap_vu
2017-12-10,2017,12,9300,17300,thap_vu
2017-12-11,2017,12,9600,17500,thap_vu
2017-12-12,2017,12,9400,17200,thap_vu
2017-12-13,2017,12,9200,17200,thap_vu
2017-12-14,2017,12,9100,17000,thap_vu
2017-12-15,2017,12,9000,16800,thap_vu
2017-12-16,2017,12,8800,17200,thap_vu
2017-12-17,2017,12,9100,17100,thap_vu
2017-12-18,2017,12,9200,17000,thap_vu
2017-12-19,2017,12,9400,16800,thap_vu
2017-12-20,2017,12,9500,16900,thap_vu
2017-12-21,2017,12,9400,16900,thap_vu
2017-12-22,2017,12,9400,16800,thap_vu
2017-12-23,2017,12,9200,17100,thap_vu
2017-12-24,2017,12,9200,16800,thap_vu
2017-12-25,2017,12,9200,16500,thap_vu
2017-12-26,2017,12,9100,16200,thap_vu
2017-12-27,2017,12,9200,16200,thap_vu
2017-12-28,2017,12,9200,16200,thap_vu
2017-12-29,2017,12,9100,16500,thap_vu
2017-12-30,2017,12,9200,16400,thap_vu
2017-12-31,2017,12,9200,16800,thap_vu
2018-01-01,2018,1,9200,16700,thap_vu
2018-01-02,2018,1,9000,16200,thap_vu
2018-01-03,2018,1,8700,15800,thap_vu
2018-01-04,2018,1,8800,15500,thap_vu
2018-01-05,2018,1,8600,15300,thap_vu
2018-01-06,2018,1,8500,15500,thap_vu
2018-01-07,2018,1,8700,15000,thap_vu
2018-01-08,2018,1,8600,14700,thap_vu
2018-01-09,2018,1,8800,14400,thap_vu
2018-01-10,2018,1,8900,14300,thap_vu
2018-01-11,2018,1,8800,14500,thap_vu
2018-01-12,2018,1,8700,14600,thap_vu
2018-01-13,2018,1,8700,14200,thap_vu
2018-01-14,2018,1,8500,14200,thap_vu
2018-01-15,2018,1,8600,14000,thap_vu
2018-01-16,2018,1,8500,13700,thap_vu
2018-01-17,2018,1,8600,13300,thap_vu
2018-01-18,2018,1,8500,13300,thap_vu
2018-01-19,2018,1,8200,13000,thap_vu
2018-01-20,2018,1,8500,13100,thap_vu
2018-01-21,2018,1,8600,13300,thap_vu
2018-01-22,2018,1,8800,13500,thap_vu
2018-01-23,2018,1,8700,13300,thap_vu
2018-01-24,2018,1,8400,13600,thap_vu
2018-01-25,2018,1,8200,13700,thap_vu
2018-01-26,2018,1,8100,13900,thap_vu
2018-01-27,2018,1,8300,13900,thap_vu
2018-01-28,2018,1,8100,13700,thap_vu
2018-01-29,2018,1,8100,13600,thap_vu
2018-01-30,2018,1,8300,13800,thap_vu
2018-01-31,2018,1,8300,13800,thap_vu
2018-02-01,2018,2,8300,13800,thap_vu
2018-02-02,2018,2,8300,13400,thap_vu
2018-02-03,2018,2,8400,13100,thap_vu
2018-02-04,2018,2,8300,12700,thap_vu
2018-02-05,2018,2,8400,12700,thap_vu
2018-02-06,2018,2,8200,12800,thap_vu
2018-02-07,2018,2,8000,12800,thap_vu
2018-02-08,2018,2,8100,12400,thap_vu
2018-02-09,2018,2,8000,12300,thap_vu
2018-02-10,2018,2,7800,11900,thap_vu
2018-02-11,2018,2,8000,12300,thap_vu
2018-02-12,2018,2,7900,12000,thap_vu
2018-02-13,2018,2,8000,11700,thap_vu
2018-02-14,2018,2,7700,11900,thap_vu
2018-02-15,2018,2,7700,12200,thap_vu
2018-02-16,2018,2,7600,12000,thap_vu
2018-02-17,2018,2,7500,11900,thap_vu
2018-02-18,2018,2,7400,11800,thap_vu
2018-02-19,2018,2,7500,11900,thap_vu
2018-02-20,2018,2,7600,12300,thap_vu
2018-02-21,2018,2,7500,12200,thap_vu
2018-02-22,2018,2,7500,12200,thap_vu
2018-02-23,2018,2,7400,11900,thap_vu
2018-02-24,2018,2,7500,12100,thap_vu
2018-02-25,2018,2,7500,12400,thap_vu
2018-02-26,2018,2,7400,12100,thap_vu
2018-02-27,2018,2,7200,12400,thap_vu
2018-02-28,2018,2,7400,12600,thap_vu
2018-03-01,2018,3,7100,12800,thap_vu
2018-03-02,2018,3,7300,12800,thap_vu
2018-03-03,2018,3,7300,12400,thap_vu
2018-03-04,2018,3,7200,12600,thap_vu
2018-03-05,2018,3,7300,12300,thap_vu
2018-03-06,2018,3,7000,12500,thap_vu
2018-03-07,2018,3,6700,12500,thap_vu
2018-03-08,2018,3,6500,12100,thap_vu
2018-03-09,2018,3,6400,12200,thap_vu
2018-03-10,2018,3,6300,12000,thap_vu
2018-03-11,2018,3,6300,11600,thap_vu
2018-03-12,2018,3,6200,11800,thap_vu
2018-03-13,2018,3,6300,11800,thap_vu
2018-03-14,2018,3,6300,12000,thap_vu
2018-03-15,2018,3,6500,11800,thap_vu
2018-03-16,2018,3,6500,11700,thap_vu
2018-03-17,2018,3,6600,11300,thap_vu
2018-03-18,2018,3,6600,11700,thap_vu
2018-03-19,2018,3,6300,11900,thap_vu
2018-03-20,2018,3,6400,12200,thap_vu
2018-03-21,2018,3,6700,12500,thap_vu
2018-03-22,2018,3,6300,12600,thap_vu
2018-03-23,2018,3,6000,12300,thap_vu
2018-03-24,2018,3,6000,12100,thap_vu
2018-03-25,2018,3,5800,12200,thap_vu
2018-03-26,2018,3,5900,11800,thap_vu
2018-03-27,2018,3,6000,11900,thap_vu
2018-03-28,2018,3,5700,11800,thap_vu
2018-03-29,2018,3,5800,12000,thap_vu
2018-03-30,2018,3,5900,11800,thap_vu
2018-03-31,2018,3,5600,11600,thap_vu
2018-04-01,2018,4,5400,11600,cao
2018-04-02,2018,4,5100,11300,cao
2018-04-03,2018,4,5000,11000,cao
2018-04-04,2018,4,5100,10700,cao
2018-04-05,2018,4,5300,10800,cao
2018-04-06,2018,4,5500,10400,cao
2018-04-07,2018,4,5200,10600,cao
2018-04-08,2018,4,5100,11000,cao
2018-04-09,2018,4,5000,10700,cao
2018-04-10,2018,4,5200,10600,cao
2018-04-11,2018,4,5000,10600,cao
2018-04-12,2018,4,4900,10700,cao
2018-04-13,2018,4,5200,11000,cao
2018-04-14,2018,4,5400,10800,cao
2018-04-15,2018,4,5100,10700,cao
2018-04-16,2018,4,5300,10900,cao
2018-04-17,2018,4,5200,11200,cao
2018-04-18,2018,4,5100,11400,cao
2018-04-19,2018,4,5200,11400,cao
2018-04-20,2018,4,5100,11200,cao
2018-04-21,2018,4,5200,11100,cao
2018-04-22,2018,4,5300,10900,cao
2018-04-23,2018,4,5000,10700,cao
2018-04-24,2018,4,4700,10400,cao
2018-04-25,2018,4,5000,10600,cao
2018-04-26,2018,4,5300,10900,cao
2018-04-27,2018,4,5300,10600,cao
2018-04-28,2018,4,5400,10500,cao
2018-04-29,2018,4,5500,10500,cao
2018-04-30,2018,4,5700,10500,cao
2018-05-01,2018,5,5400,10900,cao
2018-05-02,2018,5,5500,10900,cao
2018-05-03,2018,5,5200,10600,cao
2018-05-04,2018,5,5400,10600,cao
2018-05-05,2018,5,5100,10500,cao
2018-05-06,2018,5,5000,10700,cao
2018-05-07,2018,5,5300,10800,cao
2018-05-08,2018,5,5200,10500,cao
2018-05-09,2018,5,5000,10400,cao
2018-05-10,2018,5,5200,10600,cao
2018-05-11,2018,5,5000,10500,cao
2018-05-12,2018,5,4900,10700,cao
2018-05-13,2018,5,4800,10500,cao
2018-05-14,2018,5,4900,10600,cao
2018-05-15,2018,5,4600,10700,cao
2018-05-16,2018,5,4800,10600,cao
2018-05-17,2018,5,4600,10400,cao
2018-05-18,2018,5,4500,10600,cao
2018-05-19,2018,5,4800,10300,cao
